supermarket;le supermarché;;basic, shopping
cash;l’argent;;basic, shopping
bank card;la carte bancaire;;basic, shopping
bag;le sac;;basic, shopping
tampon;le tampon;;basic, shopping
(sanitary) pad;la serviette hygiénique;;basic, shopping
condom;le préservatif;;basic, shopping
toothbrush;la brosse à dents;;basic, shopping
help;l’aide;;basic, shopping
police;la police;;basic, shopping
