supermarketti;supermarket;;basic, shopping
raha;peniaze;;basic, shopping
pankkikortti;banková karta;;basic, shopping
laukku;taška;;basic, shopping
tamponi;tampón;;basic, shopping
terveysside;vložka;;basic, shopping
kondomi;kondóm;;basic, shopping
hammasharja;zubná kefka;;basic, shopping
apua;pomoc;;basic, shopping
poliisi;polícia;;basic, shopping
