farba;色;;basic, color
biela;白い;;basic, color
čierna;黒い;;basic, color
červená;赤;;basic, color
modrá;青;;basic, color
zelená;緑;;basic, color
žltá;黄色;;basic, color
farebná;カラフル;;basic, color
