gut;좋은;;basic, adjective
schlecht;나쁜;;basic, adjective
neu;새로운;;basic, adjective
alt;늙은;;basic, adjective
jung;젊은;;basic, adjective
groß;큰;;basic, adjective
klein;작은;;basic, adjective
schön;아름다운;;basic, adjective
billig;싼;;basic, adjective
teuer;비싼;;basic, adjective
dunkel;어두운;;basic, adjective
hell;밝은;;basic, adjective
zusammen;같이;;basic, adjective
getrennt;분리된;;basic, adjective
wichtig;중요한;;basic, adjective
müde;피곤한;;basic, adjective
