el color;色;;basic, color
blanco/a;白い;;basic, color
negro/a;黒い;;basic, color
rojo/a;赤;;basic, color
azul;青;;basic, color
verde;緑;;basic, color
amarillo/a;黄色;;basic, color
multicolor;カラフル;;basic, color
