一;일 / 하나;;basic, numbers
二;이 / 둘;;basic, numbers
三;삼 / 셋;;basic, numbers
四;사 / 넷;;basic, numbers
五;오 / 다섯;;basic, numbers
六;육 / 여섯;;basic, numbers
七;칠 / 일곱;;basic, numbers
八;팔 / 여덟;;basic, numbers
九;구 / 아홉;;basic, numbers
十;십 / 열;;basic, numbers
二十;이십 / 스물;;basic, numbers
五十;오십 / 쉰;;basic, numbers
百;백;;basic, numbers
千;천;;basic, numbers
